R09726	0.0	0.0	0.0
R10244	0.0	0.0	0.0
R11398_kz	0.0	0.0	0.0
R04591	0.0	0.180787949	0.181086822
R04945	0.0	-1000.0	1000.0
R04944	0.0	0.0	0.0
R04946	0.0	-1000.0	1000.0
R07238	0.0	-1000.0	1000.0
Bgal	0.0	0.0	0.0
R03968	0.0	-999.5495881	1000.0
R07237	0.0	-1000.0	1000.0
R04640	0.0	0.026231059	0.026231059
R03038	0.0	0.107845135	0.107845135
R00742	0.0	3.03755036	3.037550361
R02728	0.0	-0.541538525	35.831761474
znABC	0.0	0.002790195	214.817447526
R03035	0.0	0.008970575	0.008970575
R10170	0.0	-1000.0	999.5495881
R00428	0.0	0.0	0.051297202
R00429	0.0	0.0	0.0
EX_C12486[e]	0.0	0.0	0.0
R00582	0.0	0.380252624	0.380717164
R11719	0.0	0.000319482	0.000319482
R00420	0.0	-999.992888272	1000.0
R00421	0.0	0.0	0.0
R00426	0.0	0.0	257.777588796
R00424	0.0	0.0	0.051297202
R00425	0.0	0.022180538	0.022313743
R02558	0.0	0.0	0.0
EX_C00698[e]	0.0	0.0	0.0
R06447	0.0	0.0	0.0
EX_C00255[e]	0.0	-0.000133205	0.0
R01641	0.0	0.031449705	0.031638132
KAS13	0.0	0.032383266	0.032383266
KAS12	0.0	0.006476653	0.006476653
G5SADs	0.0	0.061072729	0.061072729
R02298	0.0	0.0	0.0
EX_C00760_kz[e]	0.0	-0.3337	-0.038083499
fe2t	0.0	0.009804104	0.009804104
R04391	0.0	0.0	0.0
R02291	0.0	-68.066848703	130.454175194
R02297	0.0	0.0	0.0
Co2efflux	0.0	0.0	0.0
R02295	0.0	0.0	0.0
R02294	0.0	0.0	0.0
R05549	0.0	0.0	0.0
R00143	0.0	0.0	0.0
R02454	0.0	0.0	0.0
R00066	0.0	0.022180538	0.022313743
valABC	0.0	0.0	0.0
R11312	0.0	0.0	0.0
R00734	0.0	-0.081250758	0.0
R00732	0.0	0.0	0.081250758
R11308_kz	0.0	0.0	18.0198
R06895	0.0	0.0	0.0
FolT	0.0	4.5518e-05	4.5519e-05
EX_C19610[e]	0.0	0.0	0.0
EX_C00238[e]	0.0	-0.13115001	-0.13115001
kojABC	0.0	0.0	0.0
EX_C01330[e]	0.0	-0.119076624	-0.119076624
R06590	0.0	0.0	0.0
lipid_met	0.0	0.162500501	0.162500501
mdosABC	0.0	0.0	0.0
R10810	0.0	0.0	0.0
R08924	0.0	0.0	0.0
R03460	0.0	0.194947926	0.195113594
R01762	0.0	0.0	0.0
R01761	0.0	0.0	0.0
R03217	0.0	-1000.0	1000.0
R01482	0.0	0.0	0.0
MazG	0.0	0.0	0.0
znEfflux	0.0	0.0	128.888794398
cellwall_met	0.0	0.204677598	0.204677598
trace_met	0.0	0.032865269	0.032865269
rna_met	0.0	0.07029516	0.07029516
R05168	0.0	0.0	0.0
wo4ABC	0.0	0.0	0.0
R00999	0.0	-130.848659349	67.672364547
R05086	0.0	0.0	0.0
R05085	0.0	0.0	0.0
cysT	0.0	0.072658845	0.072824512
R03601	0.0	0.0	0.0
R00490	0.0	-71.054631788	299.3004774
R00994	0.0	-67.489050307	131.031973589
R09942	0.0	0.0	0.0
R02071	0.0	0.0	0.0
R00258	0.0	-0.52297779	-0.522812123
XylS	0.0	0.0	0.0
R00256	0.0	0.0	257.777588796
R00253	0.0	0.912008742	258.689597539
R00966	0.0	0.0	0.069405609
R00965	0.0	0.0	0.069405609
R00964	0.0	0.0	0.069405609
EX_C00378[e]	0.0	-0.000165667	0.0
R02272	0.0	0.0	0.0
R00847	0.0	0.0	0.0
R00842	0.0	-0.672885494	-0.672885494
R00968	0.0	0.0	0.069405609
R00192	0.0	0.0	0.0
R00193	0.0	0.0	0.0
R00190	0.0	0.0	0.0
R02853	0.0	0.0	0.0
R01216	0.0	0.0	0.0
R01214	0.0	-0.133329023	-0.133329023
sink_hybenalcohol	0.0	3.7834e-05	0.000203501
R01213	0.0	-0.450411899	-0.450411899
R01210	0.0	0.0	0.064766532
Ram106B	0.0	0.0	0.0
