TAG0621	-	fig|1094508.3.peg.1595		fig|203119.11.peg.468	
TAG0623	fig|31899.10.peg.1110	fig|1094508.3.peg.575		fig|203119.11.peg.2887	
TAG0707	fig|31899.10.peg.1051"	fig|1094508.3.peg.2528	Tsac_0131,Tsac_1678,Tsac_1805	fig|203119.11.peg.1354	Cthe_2285,Cthe_0491,Cthe_0809,Cthe_0878
TAG0739	fig|31899.10.peg.1738	fig|1094508.3.peg.2129	Tsac_2102	fig|203119.11.peg.1308	Cthe_1240
TAG0775	fig|31899.10.peg.2258	-	-	-	-
TAG0817	fig|31899.10.peg.2296	fig|1094508.3.peg.564	Tsac_0558	fig|203119.11.peg.465	Cthe_0440
TAG0821	fig|31899.10.peg.2304	fig|1094508.3.peg.696	Tsac_0687	-	-
TAG0828	fig|31899.10.peg.2748	fig|1094508.3.peg.91	Tsac_0089	fig|203119.11.peg.572	Cthe_0549
TAG0829	fig|31899.10.peg.2746	fig|1094508.3.peg.89	Tsac_0087	fig|203119.11.peg.570	Cthe_0547
TAG0836	-	fig|1094508.3.peg.2391	Tsac_2360	-	-
TAG0844	fig|31899.10.peg.931	fig|1094508.3.peg.2388	Tsac_2357	-	-
TAG0850	-	-	-	fig|203119.11.peg.633,fig|203119.11.peg.634	Cthe_0608,Cthe_0609
TAG0851	fig|31899.10.peg.1757	fig|1094508.3.peg.2076	Tsac_2050	fig|203119.11.peg.1131	Cthe_1073
TAG0852	fig|31899.10.peg.134	-	-	fig|203119.11.peg.1858	Cthe_1762
TAG0873	-	fig|1094508.3.peg.2462	Tsac_2427	fig|203119.11.peg.1728,fig|203119.11.peg.1819	fig|203119.11.peg.1728,Cthe_1722
TAG0874	-	fig|1094508.3.peg.1158	Tsac_1145	-	-
TAG0881	fig|31899.10.peg.2334	-	-	-	-
TAG0909	"fig|31899.10.peg.1490	-		fig|203119.11.peg.641	
TAG0967	fig|31899.10.peg.333	fig|1094508.3.peg.307		-	
TAG0999	-	-		fig|203119.11.peg.2175	
TAG1009	fig|31899.10.peg.1493	fig|1094508.3.peg.17		fig|203119.11.peg.3389	
TAG1020	-	fig|1094508.3.peg.2431		-	
TAG1069	fig|31899.10.peg.1735	fig|1094508.3.peg.815		fig|203119.11.peg.190	
TAG1073	fig|31899.10.peg.364	fig|1094508.3.peg.552		fig|203119.11.peg.2518	
TAG1075	fig|31899.10.peg.2245	fig|1094508.3.peg.1032		fig|203119.11.peg.3115	
TAG1079	fig|31899.10.peg.1264	fig|1094508.3.peg.1016		fig|203119.11.peg.2899	
TAG1115	fig|31899.10.peg.2202	fig|1094508.3.peg.2038		fig|203119.11.peg.916	
TAG1116	fig|31899.10.peg.363	fig|1094508.3.peg.551		fig|203119.11.peg.2517	
TAG1120	fig|31899.10.peg.1701	fig|1094508.3.peg.1165		fig|203119.11.peg.2505	
TAG1129	-	-		fig|203119.11.peg.2751	
TAG1131	fig|31899.10.peg.1081	fig|1094508.3.peg.945		fig|203119.11.peg.2400	
TAG1142	fig|31899.10.peg.1092	fig|1094508.3.peg.830		fig|203119.11.peg.2831	
TAG1144	-	fig|1094508.3.peg.381		-	
TAG1163	-	fig|1094508.3.peg.819		fig|203119.11.peg.1486	
TAG1170	-	-		fig|203119.11.peg.2498	
TAG1176	fig|31899.10.peg.1915	fig|1094508.3.peg.1446		fig|203119.11.peg.2779	
TAG1177	fig|31899.10.peg.361	fig|1094508.3.peg.549		fig|203119.11.peg.2515	
TAG1189	-	fig|1094508.3.peg.2202,fig|1094508.3.peg.2259"""	-	-	Cthe_0615
TAG1196	fig|31899.10.peg.2330	-	-	fig|203119.11.peg.1431	Cthe_1352
TAG1215	-	fig|1094508.3.peg.1159	Tsac_1146	fig|203119.11.peg.2875	Cthe_2701
TAG1223	fig|31899.10.peg.2031	fig|1094508.3.peg.757	Tsac_0750	-	-
TAG1224	"fig|31899.10.peg.2032	fig|1094508.3.peg.756		fig|203119.11.peg.2558,fig|203119.11.peg.3373	
TAG1226	-	fig|1094508.3.peg.539		fig|203119.11.peg.2345	
TAG1248	fig|31899.10.peg.719	fig|1094508.3.peg.672		fig|203119.11.peg.2223	
TAG1261	-	-		fig|203119.11.peg.1756	
TAG1264	-	-		fig|203119.11.peg.1755	
TAG1271	fig|31899.10.peg.2977	fig|1094508.3.peg.619		fig|203119.11.peg.2662	
TAG1277	fig|31899.10.peg.2131	fig|1094508.3.peg.633		fig|203119.11.peg.3326	
TAG1296	fig|31899.10.peg.357	fig|1094508.3.peg.546		fig|203119.11.peg.2529	
TAG1332	-	-	Tsac_0749	fig|203119.11.peg.309,fig|203119.11.peg.3163"""	Cthe_2404,Cthe_3159
TAG1361	fig|31899.10.peg.351	fig|1094508.3.peg.639	Tsac_0631	fig|203119.11.peg.3301	Cthe_3090
TAG1367	fig|31899.10.peg.2611	fig|1094508.3.peg.992	Tsac_0981	fig|203119.11.peg.1884	Cthe_1786
TAG1368	-	-	-	fig|203119.11.peg.1883	Cthe_1785
TAG1373	-	fig|1094508.3.peg.1315	Tsac_1301	-	-
TAG1383	-	-	-	fig|203119.11.peg.2357	Cthe_2215
TAG1386	fig|31899.10.peg.2584	fig|1094508.3.peg.2613	Tsac_2576	fig|203119.11.peg.2052	Cthe_1937
TAG1402	-	fig|1094508.3.peg.174	Tsac_0173	-	-
TAG1421	fig|31899.10.peg.1162	fig|1094508.3.peg.1433	Tsac_1413	fig|203119.11.peg.2913	Cthe_2739
TAG1423	fig|31899.10.peg.2039	fig|1094508.3.peg.2561	Tsac_2526	-	-
TAG1452	-	fig|1094508.3.peg.2673	Tsac_2636	-	-
TAG1453	-	fig|1094508.3.peg.2672	Tsac_2635	-	-
TAG1454	-	fig|1094508.3.peg.2671	Tsac_2634	-	-
TAG1455	"fig|31899.10.peg.1321	fig|1094508.3.peg.1054,fig|1094508.3.peg.1055,fig|1094508.3.peg.254,fig|1094508.3.peg.2670		fig|203119.11.peg.1901,fig|203119.11.peg.3137,fig|203119.11.peg.3139	
TAG1457	-	fig|1094508.3.peg.2681		-	
TAG1459	-	fig|1094508.3.peg.2678		-	
TAG1460	-	fig|1094508.3.peg.2676		-	
TAG1461	-	fig|1094508.3.peg.2674		-	
TAG1465	fig|31899.10.peg.1963	fig|1094508.3.peg.294	Tsac_1042,Tsac_1043,Tsac_0253,Tsac_2633	fig|203119.11.peg.1108,fig|203119.11.peg.2807"""	Cthe_1801,Cthe_2934,Cthe_2936
TAG1467	fig|31899.10.peg.1634	fig|1094508.3.peg.1496,fig|1094508.3.peg.2575	Tsac_1476,Tsac_2540	fig|203119.11.peg.2323	Cthe_2183
TAG1478	fig|31899.10.peg.2188	fig|1094508.3.peg.2721	Tsac_2683	fig|203119.11.peg.2391	Cthe_2248
TAG1486	fig|31899.10.peg.2187	fig|1094508.3.peg.2720	Tsac_2682	fig|203119.11.peg.2390	Cthe_2247
TAG1487	fig|31899.10.peg.2186	fig|1094508.3.peg.2719	Tsac_2681	fig|203119.11.peg.2389	Cthe_2246
TAG1490	fig|31899.10.peg.2178	fig|1094508.3.peg.2713	Tsac_2675	fig|203119.11.peg.2382	Cthe_2239
TAG1503	fig|31899.10.peg.1793	fig|1094508.3.peg.2145	Tsac_2118	fig|203119.11.peg.100	Cthe_0092
TAG1536	fig|31899.10.peg.2849	fig|1094508.3.peg.2515	Tsac_2480	-	-
TAG1540	fig|31899.10.peg.2607	fig|1094508.3.peg.1160,fig|1094508.3.peg.2395	Tsac_1147,Tsac_2364	fig|203119.11.peg.2877	Cthe_2703
TAG1549	fig|31899.10.peg.1930	fig|1094508.3.peg.1257	Tsac_1243	fig|203119.11.peg.328	Cthe_0309
TAG1551	fig|31899.10.peg.733	fig|1094508.3.peg.1371	Tsac_1357	fig|203119.11.peg.125	Cthe_0116
TAG1552	-	fig|1094508.3.peg.2523	Tsac_2488	-	-
TAG1568	-	fig|1094508.3.peg.219	Tsac_0219	-	-
TAG1605	-	-	-	fig|203119.11.peg.1732	Cthe_1635
TAG1622	-	-	-	fig|203119.11.peg.547	Cthe_0522
TAG1631	fig|31899.10.peg.1345	fig|1094508.3.peg.527	Tsac_0523	fig|203119.11.peg.2401	Cthe_2256
TAG1673	fig|31899.10.peg.1924	fig|1094508.3.peg.2624	Tsac_2587	fig|203119.11.peg.399	Cthe_0375
TAG1676	fig|31899.10.peg.1939	fig|1094508.3.peg.2617	Tsac_2580	fig|203119.11.peg.1317	Cthe_1248
TAG1677	fig|31899.10.peg.1938	fig|1094508.3.peg.2616	Tsac_2579	fig|203119.11.peg.1316	Cthe_1247
TAG1678	fig|31899.10.peg.1937	fig|1094508.3.peg.2615	Tsac_2578	fig|203119.11.peg.1315	Cthe_1246
TAG1682	-	fig|1094508.3.peg.100	Tsac_0099	-	-
TAG1683	-	fig|1094508.3.peg.102	Tsac_0101	-	-
TAG1684	-	fig|1094508.3.peg.1081	fig|1094508.3.peg.1081	-	-
TAG1685	-	fig|1094508.3.peg.1083	Tsac_1071	-	-
TAG1686	-	fig|1094508.3.peg.1084	Tsac_1072	-	-
TAG1687	-	fig|1094508.3.peg.1088	Tsac_1076	-	-
TAG1688	-	fig|1094508.3.peg.1089	fig|1094508.3.peg.1089	-	-
TAG1689	-	fig|1094508.3.peg.1090	fig|1094508.3.peg.1090	-	-
TAG1690	-	fig|1094508.3.peg.1092	Tsac_1080	-	-
TAG1691	-	fig|1094508.3.peg.1093	Tsac_1081	-	-
TAG1692	-	fig|1094508.3.peg.1094	Tsac_1082	-	-
TAG1693	-	fig|1094508.3.peg.1097	Tsac_1085	-	-
TAG1694	-	fig|1094508.3.peg.1100	Tsac_1088	-	-
TAG1695	-	fig|1094508.3.peg.1101	Tsac_1089	-	-
TAG1696	-	fig|1094508.3.peg.1103	Tsac_1091	-	-
TAG1697	-	fig|1094508.3.peg.1104	fig|1094508.3.peg.1104	-	-
TAG1698	-	fig|1094508.3.peg.1105	Tsac_1092	-	-
TAG1699	-	fig|1094508.3.peg.1106	Tsac_1093	-	-
TAG1700	-	fig|1094508.3.peg.1107	Tsac_1094	-	-
TAG1701	-	fig|1094508.3.peg.1108	Tsac_1095	-	-
TAG1702	-	fig|1094508.3.peg.1109	Tsac_1096	-	-
TAG1703	"fig|31899.10.peg.236	fig|1094508.3.peg.1118		-	
TAG1704	-	fig|1094508.3.peg.1120		-	
TAG1705	-	fig|1094508.3.peg.1121		-	
TAG1706	-	fig|1094508.3.peg.1122		-	
TAG1707	-	fig|1094508.3.peg.1125		fig|203119.11.peg.3355	
TAG1708	-	fig|1094508.3.peg.1127		-	
TAG1709	-	fig|1094508.3.peg.1132		-	
TAG1710	"fig|31899.10.peg.195	fig|1094508.3.peg.1134,fig|1094508.3.peg.1207,fig|1094508.3.peg.242,fig|1094508.3.peg.816"""		fig|203119.11.peg.1794,fig|203119.11.peg.257	
TAG1711	-	fig|1094508.3.peg.1136		-	
TAG1712	-	fig|1094508.3.peg.1138		-	
TAG1713	-	fig|1094508.3.peg.1139		-	
TAG1714	-	fig|1094508.3.peg.1140		-	
TAG1715	-	fig|1094508.3.peg.1146		-	
TAG1716	-	fig|1094508.3.peg.1150		-	
TAG1717	-	fig|1094508.3.peg.1162		-	
TAG1718	-	fig|1094508.3.peg.1166		-	
TAG1719	-	fig|1094508.3.peg.1168		-	
TAG1720	fig|31899.10.peg.572	fig|1094508.3.peg.1172		-	
TAG1721	-	fig|1094508.3.peg.1174		-	
TAG1722	-	fig|1094508.3.peg.1175		-	
TAG1723	fig|31899.10.peg.575	fig|1094508.3.peg.1176		-	
TAG1724	-	fig|1094508.3.peg.1179		-	
TAG1725	-	fig|1094508.3.peg.1188		-	
TAG1726	-	fig|1094508.3.peg.1189		-	
TAG1727	-	fig|1094508.3.peg.1208		-	
TAG1728	-	fig|1094508.3.peg.1221		-	
TAG1729	-	fig|1094508.3.peg.1229		-	
TAG1730	-	fig|1094508.3.peg.124		-	
TAG1731	-	fig|1094508.3.peg.1285		-	
TAG1732	"fig|31899.10.peg.1030	fig|1094508.3.peg.1173,fig|1094508.3.peg.1286,fig|1094508.3.peg.1363,fig|1094508.3.peg.1467,fig|1094508.3.peg.1479,fig|1094508.3.peg.1485,fig|1094508.3.peg.150,fig|1094508.3.peg.1531,fig|1094508.3.peg.1536,fig|1094508.3.peg.166,fig|1094508.3.peg.201,fig|1094508.3.peg.2116,fig|1094508.3.peg.2284,fig|1094508.3.peg.2331,fig|1094508.3.peg.2353,fig|1094508.3.peg.342,fig|1094508.3.peg.499,fig|1094508.3.peg.703"""		fig|203119.11.peg.1070,fig|203119.11.peg.2255	
TAG1733	-	fig|1094508.3.peg.1288		-	
TAG1734	fig|31899.10.peg.2445	fig|1094508.3.peg.1290		-	
TAG1735	-	fig|1094508.3.peg.1296		-	
TAG1736	-	fig|1094508.3.peg.1303		-	
TAG1737	-	fig|1094508.3.peg.1304		-	
TAG1738	-	fig|1094508.3.peg.1305		-	
TAG1739	-	fig|1094508.3.peg.130		-	
TAG1740	-	fig|1094508.3.peg.1313		-	
TAG1741	-	fig|1094508.3.peg.1323		-	
TAG1742	-	fig|1094508.3.peg.1324		-	
TAG1743	-	fig|1094508.3.peg.1342		-	
TAG1744	-	fig|1094508.3.peg.1344		-	
TAG1745	-	fig|1094508.3.peg.1345		-	
TAG1746	-	fig|1094508.3.peg.1348		-	
TAG1747	-	fig|1094508.3.peg.1354		-	
TAG1748	-	fig|1094508.3.peg.1356,fig|1094508.3.peg.1533"""	Tsac_1106	-	-
TAG1749	-	fig|1094508.3.peg.1359	Tsac_1346	-	-
TAG1750	-	fig|1094508.3.peg.1364	fig|1094508.3.peg.1364	-	-
TAG1751	-	fig|1094508.3.peg.1370	Tsac_1356	-	-
TAG1752	"fig|31899.10.peg.2831	fig|1094508.3.peg.137,fig|1094508.3.peg.138,fig|1094508.3.peg.141		fig|203119.11.peg.417	
TAG1753	-	fig|1094508.3.peg.1381		-	
TAG1754	-	fig|1094508.3.peg.1382		-	
TAG1755	-	fig|1094508.3.peg.1383		-	
TAG1756	-	fig|1094508.3.peg.1385,fig|1094508.3.peg.472"""	Tsac_0136,Tsac_0137,Tsac_0140	fig|203119.11.peg.1999	Cthe_0393
TAG1757	-	fig|1094508.3.peg.1387	Tsac_1372	-	-
TAG1758	-	fig|1094508.3.peg.1388	Tsac_1373	-	-
TAG1759	-	fig|1094508.3.peg.1389	Tsac_1374	-	-
TAG1760	-	fig|1094508.3.peg.1390	fig|1094508.3.peg.1390	-	-
TAG1761	-	fig|1094508.3.peg.1391	Tsac_1375	-	-
TAG1762	-	fig|1094508.3.peg.1392	Tsac_1376	-	-
TAG1763	-	fig|1094508.3.peg.1394	fig|1094508.3.peg.1394	-	-
TAG1764	-	fig|1094508.3.peg.1397	Tsac_1380	-	-
TAG1765	-	fig|1094508.3.peg.1398	Tsac_1381	-	-
TAG1766	-	fig|1094508.3.peg.1400	fig|1094508.3.peg.1400	-	-
TAG1767	-	fig|1094508.3.peg.1409	Tsac_1391	-	-
TAG1768	-	fig|1094508.3.peg.1414	fig|1094508.3.peg.1414	-	-
TAG1769	-	fig|1094508.3.peg.1421	fig|1094508.3.peg.1421	-	-
TAG1770	-	fig|1094508.3.peg.1422	Tsac_1402	-	-
TAG1771	-	fig|1094508.3.peg.1424,fig|1094508.3.peg.1429	Tsac_1404,Tsac_1409	-	-
TAG1772	-	fig|1094508.3.peg.1428	Tsac_1408	-	-
TAG1773	-	fig|1094508.3.peg.142	Tsac_0141	-	-
TAG1774	-	fig|1094508.3.peg.1458	fig|1094508.3.peg.1458	-	-
TAG1775	fig|31899.10.peg.1314	fig|1094508.3.peg.1469	Tsac_1448	-	-
TAG1776	-	fig|1094508.3.peg.148	Tsac_0147	-	-
TAG1777	-	fig|1094508.3.peg.1492	Tsac_1472	-	-
TAG1778	-	fig|1094508.3.peg.1493	Tsac_1473	-	-
TAG1779	-	fig|1094508.3.peg.149	Tsac_0148	-	-
TAG1780	-	fig|1094508.3.peg.1525	Tsac_1505	-	-
TAG1781	-	fig|1094508.3.peg.1526	Tsac_1506	-	-
TAG1782	-	fig|1094508.3.peg.1534	fig|1094508.3.peg.1534	-	-
TAG1783	-	fig|1094508.3.peg.1535	Tsac_1514	-	-
TAG1784	-	fig|1094508.3.peg.1546	Tsac_1525	-	-
TAG1785	-	fig|1094508.3.peg.1566	Tsac_1545	-	-
TAG1786	-	fig|1094508.3.peg.1578	fig|1094508.3.peg.1578	-	-
TAG1787	-	fig|1094508.3.peg.1579	Tsac_1557	-	-
TAG1788	-	fig|1094508.3.peg.1606	Tsac_1584	-	-
TAG1789	-	fig|1094508.3.peg.162	Tsac_0161	-	-
TAG1790	-	fig|1094508.3.peg.1645	Tsac_1624	-	-
TAG1791	-	fig|1094508.3.peg.1648	Tsac_1627	-	-
TAG1792	-	fig|1094508.3.peg.1650	Tsac_1629	-	-
TAG1793	-	fig|1094508.3.peg.1662	Tsac_1641	-	-
TAG1794	-	fig|1094508.3.peg.1685	fig|1094508.3.peg.1685	-	-
TAG1795	-	fig|1094508.3.peg.1686	Tsac_1664	-	-
TAG1796	-	fig|1094508.3.peg.1688	Tsac_1666	-	-
TAG1797	-	fig|1094508.3.peg.1689	fig|1094508.3.peg.1689	-	-
TAG1798	-	fig|1094508.3.peg.1690	Tsac_1668	-	-
TAG1799	-	fig|1094508.3.peg.1727	fig|1094508.3.peg.1727	-	-
TAG1800	-	fig|1094508.3.peg.1762	fig|1094508.3.peg.1762	-	-
TAG1801	-	fig|1094508.3.peg.1765	Tsac_1741	-	-
TAG1802	fig|31899.10.peg.1655	fig|1094508.3.peg.1784	Tsac_1760	fig|203119.11.peg.973	Cthe_0926
TAG1803	-	fig|1094508.3.peg.180	Tsac_0180	-	-
TAG1804	-	fig|1094508.3.peg.181	Tsac_0181	-	-
TAG1805	-	fig|1094508.3.peg.183	Tsac_0183	-	-
TAG1806	-	fig|1094508.3.peg.1857	fig|1094508.3.peg.1857	-	-
TAG1807	-	fig|1094508.3.peg.185	Tsac_0185	-	-
TAG1808	-	fig|1094508.3.peg.186	Tsac_0186	-	-
TAG1809	-	fig|1094508.3.peg.1874	Tsac_1849	-	-
TAG1810	-	fig|1094508.3.peg.187	Tsac_0187	-	-
TAG1811	-	fig|1094508.3.peg.188	Tsac_0188	-	-
TAG1812	-	fig|1094508.3.peg.194	Tsac_0194	-	-
TAG1813	-	fig|1094508.3.peg.1977	Tsac_1952	-	-
TAG1814	-	fig|1094508.3.peg.1978	Tsac_1953	-	-
TAG1815	-	fig|1094508.3.peg.1989	fig|1094508.3.peg.1989	-	-
TAG1816	-	fig|1094508.3.peg.1991	Tsac_1966	-	-
TAG1817	-	fig|1094508.3.peg.2008	Tsac_1983	-	-
TAG1818	-	fig|1094508.3.peg.2010	Tsac_1985	-	-
TAG1819	-	fig|1094508.3.peg.2011	Tsac_1986	-	-
TAG1820	-	fig|1094508.3.peg.2017	Tsac_1992	-	-
TAG1821	-	fig|1094508.3.peg.2018	Tsac_1993	-	-
TAG1822	-	fig|1094508.3.peg.2019	Tsac_1994	-	-
TAG1823	-	fig|1094508.3.peg.2020	fig|1094508.3.peg.2020	-	-
TAG1824	-	fig|1094508.3.peg.2033	Tsac_2007	-	-
TAG1825	-	fig|1094508.3.peg.2042	Tsac_2016	-	-
TAG1826	-	fig|1094508.3.peg.2043	Tsac_2017	-	-
TAG1827	-	fig|1094508.3.peg.2054	Tsac_2028	-	-
TAG1828	-	fig|1094508.3.peg.2058	Tsac_2032	-	-
TAG1829	-	fig|1094508.3.peg.2059	Tsac_2033	-	-
TAG1830	-	fig|1094508.3.peg.205	Tsac_0205	-	-
TAG1831	-	fig|1094508.3.peg.2061	Tsac_2035	-	-
TAG1832	-	fig|1094508.3.peg.2062	Tsac_2036	-	-
TAG1833	-	fig|1094508.3.peg.2063	Tsac_2037	-	-
TAG1834	-	fig|1094508.3.peg.2077	fig|1094508.3.peg.2077	-	-
TAG1835	-	fig|1094508.3.peg.2086	Tsac_2059	-	-
TAG1836	-	fig|1094508.3.peg.2090	Tsac_2063	-	-
